regional_timestamp,realized_volatility,implied_volatility,difference_lagged,difference
2017-01-03,0.0890282577814205,0.173519,,0.08449074221857951
2017-01-04,0.06133043548073933,0.16464099999999998,,0.10331056451926066
2017-01-05,0.09385551331692629,0.159801,,0.0659454866830737
2017-01-06,0.0925093259133887,0.153421,,0.0609116740866113
2017-01-09,0.07445933500318731,0.155143,,0.08068366499681269
2017-01-10,0.07096922007480125,0.153547,,0.08257777992519874
2017-01-11,0.10753556214379363,0.157011,,0.04947543785620638
2017-01-12,0.10346524167376688,0.16293500000000002,,0.05946975832623315
2017-01-13,0.08903963213557739,0.148618,,0.05957836786442261
2017-01-16,0.08984753045806665,0.15465500000000001,,0.06480746954193337
2017-01-17,0.11451404096546698,0.156671,,0.04215695903453302
2017-01-18,0.08936610075218365,0.148506,,0.05913989924781635
2017-01-19,0.09570210418652765,0.148475,,0.052772895813472345
2017-01-20,0.09105418850428595,0.14596299999999998,,0.05490881149571403
2017-01-23,0.12820972941097503,0.171108,,0.042898270589024984
2017-01-24,0.06523272654576537,0.16308299999999998,,0.09785027345423461
2017-01-25,0.10588631657650259,0.15695800000000001,,0.051071683423497424
2017-01-26,0.08600288727558117,0.156052,,0.07004911272441883
2017-01-27,0.09041835251152748,0.15847,,0.06805164748847252
2017-01-30,0.10281854248739977,0.174653,,0.07183445751260023
2017-01-31,0.12361224273359078,0.173682,,0.05006975726640922
2017-02-01,0.10618398403517329,0.16642700000000002,0.06733501596482672,0.06024301596482673
2017-02-02,0.08837902840535582,0.161939,0.07626197159464417,0.07355997159464418
2017-02-03,0.09464720894755786,0.151332,0.06515379105244214,0.05668479105244213
2017-02-06,0.11440488744542682,0.164328,0.039016112554573185,0.049923112554573185
2017-02-07,0.08552389051850032,0.169147,0.06961910948149969,0.08362310948149967
2017-02-08,0.12015387751503069,0.16831,0.0333931224849693,0.048156122484969296
2017-02-09,0.11049123401365767,0.152973,0.046519765986342346,0.04248176598634233
2017-02-10,0.10076360585312646,0.151125,0.06217139414687356,0.050361394146873545
2017-02-13,0.07364426260377747,0.148043,0.07497373739622253,0.07439873739622253
2017-02-14,0.07554019423854165,0.14646900000000002,0.07911480576145836,0.07092880576145837
2017-02-15,0.07821333410282547,0.146829,0.07845766589717454,0.06861566589717452
2017-02-16,0.09479040759112142,0.153999,0.053715592408878576,0.059208592408878574
2017-02-17,0.09677858231345368,0.148315,0.051696417686546314,0.05153641768654632
2017-02-20,0.0781037466484175,0.14890599999999998,0.06785925335158248,0.07080225335158248
2017-02-21,0.08420373055140239,0.145706,0.08690426944859762,0.061502269448597616
2017-02-22,0.10091635928119042,0.148577,0.06216664071880956,0.04766064071880957
2017-02-23,0.07206630145102284,0.154578,0.08489169854897717,0.08251169854897715
2017-02-24,0.11380565428106368,0.158552,0.04224634571893632,0.04474634571893632
2017-02-27,0.0873545235499991,0.160402,0.0711154764500009,0.07304747645000088
2017-02-28,0.0628360108783153,0.162849,0.11181698912168471,0.1000129891216847
2017-03-01,0.11450187729589574,0.153905,0.05918012270410426,0.039403122704104246
2017-03-02,0.06405358304313144,0.152754,0.10237341695686858,0.08870041695686856
2017-03-03,0.09397358989373283,0.15270799999999998,0.06796541010626717,0.05873441010626715
2017-03-06,0.07810256108126853,0.157683,0.07322943891873146,0.07958043891873146
2017-03-07,0.06788136232927412,0.153718,0.09644663767072588,0.08583663767072587
2017-03-08,0.1081244665722104,0.149751,0.061022533427789585,0.04162653342778959
2017-03-09,0.09776996964142477,0.152123,0.07054003035857521,0.054353030358575236
2017-03-10,0.09652696610010421,0.153441,0.05644603389989579,0.056914033899895786
2017-03-13,0.056861966390067784,0.155803,0.09426303360993223,0.09894103360993221
2017-03-14,0.08788873618667978,0.159737,0.06015426381332023,0.07184826381332021
2017-03-15,0.060610173391725225,0.155983,0.08585882660827479,0.09537282660827479
2017-03-16,0.11460773296669925,0.115181,0.032221267033300735,0.0005732670333007533
2017-03-17,0.07898295844265013,0.111647,0.07501604155734987,0.032664041557349865
2017-03-20,0.06667157304319193,0.130797,0.08164342695680807,0.06412542695680806
2017-03-21,0.11609444052833089,0.137745,0.0328115594716691,0.02165055947166912
2017-03-22,0.11577887200327093,0.145148,0.029927127996729072,0.02936912799672907
2017-03-23,0.08431107177410069,0.150982,0.0642659282258993,0.06667092822589932
2017-03-24,0.06838178046970704,0.151975,0.08619621953029295,0.08359321953029296
2017-03-27,0.1031927046835766,0.163493,0.055359295316423404,0.060300295316423405
2017-03-28,0.06913225895862006,0.158635,0.09126974104137993,0.08950274104137994
2017-03-29,0.06974672334089747,0.159304,0.09310227665910252,0.08955727665910253
2017-03-30,0.0556679758019303,0.161041,0.09823702419806968,0.10537302419806968
2017-03-31,0.06669295001682225,0.16522099999999998,0.08606104998317775,0.09852804998317773
2017-04-03,0.06348768738891335,0.179597,0.08922031261108664,0.11610931261108666
2017-04-04,0.0730974033937754,0.18005,0.08458559660622458,0.10695259660622458
2017-04-05,0.09214322369636446,0.18520499999999998,0.06157477630363553,0.09306177630363552
2017-04-06,0.10332890408324373,0.188703,0.046422095916756265,0.08537409591675628
2017-04-07,0.09861830308757458,0.195373,0.05350469691242543,0.09675469691242541
2017-04-10,0.05846960965337961,0.220934,0.09497139034662039,0.16246439034662039
2017-04-11,0.12661859572235837,0.229518,0.02918440427764163,0.10289940427764163
2017-04-12,0.08858623680165374,0.227155,0.07115076319834625,0.13856876319834627
2017-04-13,0.08099036510309292,0.233883,0.07499263489690709,0.15289263489690708
2017-04-18,0.10242401955322053,0.255942,0.012756980446779476,0.15351798044677947
2017-04-19,0.06293432597240459,0.24202100000000001,0.04871267402759541,0.17908667402759543
2017-04-20,0.09538829199237861,0.248992,0.03540870800762139,0.15360370800762138
2017-04-21,0.10489998800410459,0.250928,0.032845011995895415,0.14602801199589538
2017-04-24,0.20940032195334365,0.16246300000000002,-0.06425232195334366,-0.04693732195334363
2017-04-25,0.0686222974725498,0.154196,0.0823597025274502,0.0855737025274502
2017-04-26,0.06419534309039246,0.15584,0.08777965690960754,0.09164465690960755
